Location,Country,Disease,Species,HealthMap Alert ID,Headline,URL,Issue Date,Alert Tag,SC,SD,CC,CD,RO,Feed Name,Lon,Lat,Place Categories
"Macenta Prefecture, NzÌ©rÌ©korÌ© Region, Guinea",Guinea,Ebola,Humans,4112004,Fifth person dies in Guinea Ebola flare-up - Brainerd Daily Dispatch,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFoR6yc1Dc2uSdghdjYxPpwsNXR-A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779067343023&ei=Y7LxVtjHJMbWpweJ0IDwAg&url=http://www.brainerddispatch.com/news/elsewhere/3992545-fifth-person-dies-guinea-ebola-flare,3/22/16 15:53,Breaking,,,,1,,Google News,-9.47099,8.54351,
"Koropara, Guinea",Guinea,Ebola,Humans,4112004,Fifth person dies in Guinea Ebola flare-up - Brainerd Daily Dispatch,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFoR6yc1Dc2uSdghdjYxPpwsNXR-A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779067343023&ei=Y7LxVtjHJMbWpweJ0IDwAg&url=http://www.brainerddispatch.com/news/elsewhere/3992545-fifth-person-dies-guinea-ebola-flare,3/22/16 15:53,Breaking,,,,4,,Google News,-8.7,7.95,
Guinea,Guinea,Ebola,Humans,4112004,Fifth person dies in Guinea Ebola flare-up - Brainerd Daily Dispatch,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFoR6yc1Dc2uSdghdjYxPpwsNXR-A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779067343023&ei=Y7LxVtjHJMbWpweJ0IDwAg&url=http://www.brainerddispatch.com/news/elsewhere/3992545-fifth-person-dies-guinea-ebola-flare,3/22/16 15:53,Breaking,,,,5,,Google News,-10.94177,10.43821,
Guinea,Guinea,Ebola,Humans,4110727,UPDATE 1-Liberia closes border with Ebola-hit Guinea - Reuters,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNG1S4hHJGVLwcSnnck1PlctrUA2zw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779067343023&ei=4zPxVqDOGtOO3QGA06TgCg&url=http://www.reuters.com/article/health-ebola-liberia-idUSL5N16U2VS,3/22/16 7:17,Breaking,,,,4,,Google News,-10.94177,10.43821,
Guinea,Guinea,Ebola,Humans,4109883,Guinea is monitoring 816 Ebola contacts following flare-up - eNCA,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHpVYbOK_RSDSSSTbi-A9vhBZjW0g&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=IpnwVviZFIKP3AGMzoiQDQ&url=https://www.enca.com/world/guinea-monitoring-816-ebola-contacts-following-flare,3/21/16 19:26,Breaking,,,,,,Google News,-10.94177,10.43821,
"Nzerekore, Guinea",Guinea,Ebola,Humans,4108163,Two More Victims of Ebola Identified in Guinea - MicroCap Magazine,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNG1dzJQb3g0gQNCk7-JhBWMFoStoA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779065254015&ei=H7jvVrD7JYrA3AGcqK2oDg&url=http://microcapmagazine.com/2016-03-21-two-victims-ebola-identified-guinea/,3/21/16 3:15,Breaking,3,,2,,,Google News,-8.816667,7.75,
Guinea,Guinea,Ebola,Humans,4108163,Two More Victims of Ebola Identified in Guinea - MicroCap Magazine,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNG1dzJQb3g0gQNCk7-JhBWMFoStoA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779065254015&ei=H7jvVrD7JYrA3AGcqK2oDg&url=http://microcapmagazine.com/2016-03-21-two-victims-ebola-identified-guinea/,3/21/16 3:15,Breaking,,,,,,Google News,-10.94177,10.43821,
Guinea,Guinea,Ebola,Humans,4108081,"Sierra Leaone, Liberia, Guinea still at risk of Ebola ‰ÛÒ WHO - Ghana Business News",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHO52uN6FViM96SY4IK9HTYwaux3A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779065254015&ei=GqrvVumSJorA3AGcqK2oDg&url=https://www.ghanabusinessnews.com/2016/03/21/154859/,3/21/16 3:30,Warning,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,4108081,"Sierra Leaone, Liberia, Guinea still at risk of Ebola ‰ÛÒ WHO - Ghana Business News",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHO52uN6FViM96SY4IK9HTYwaux3A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779065254015&ei=GqrvVumSJorA3AGcqK2oDg&url=https://www.ghanabusinessnews.com/2016/03/21/154859/,3/21/16 3:30,Warning,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,4108081,"Sierra Leaone, Liberia, Guinea still at risk of Ebola ‰ÛÒ WHO - Ghana Business News",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHO52uN6FViM96SY4IK9HTYwaux3A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779065254015&ei=GqrvVumSJorA3AGcqK2oDg&url=https://www.ghanabusinessnews.com/2016/03/21/154859/,3/21/16 3:30,Warning,,,,,,Google News,-9.30791,6.44809,
"Koropara, Guinea",Guinea,Ebola,Humans,4106494,Fourth person dies of Ebola in latest flare up in Guinea - Jerusalem Post Israel News,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGBkc1Dl8l30g0RomkZ2nSN97sHqw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779065254015&ei=HfbtVuCkE4bbpwf2raDYDQ&url=http://www.jpost.com/Breaking-News/Fourth-person-dies-of-Ebola-in-latest-flare-up-in-Guinea-448514,3/19/16 20:16,Breaking,,,,,,Google News,-8.7,7.95,
Guinea,Guinea,Ebola,Humans,4106494,Fourth person dies of Ebola in latest flare up in Guinea - Jerusalem Post Israel News,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGBkc1Dl8l30g0RomkZ2nSN97sHqw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779065254015&ei=HfbtVuCkE4bbpwf2raDYDQ&url=http://www.jpost.com/Breaking-News/Fourth-person-dies-of-Ebola-in-latest-flare-up-in-Guinea-448514,3/19/16 20:16,Breaking,,,,4,,Google News,-10.94177,10.43821,
Guinea,Guinea,Ebola,Humans,4104647,Zika Update: One new case in Broward; Ebola back in Guinea - Orlando Sentinel,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGHZoPwnouEzzbFZebtIyX3Aw2ffw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779064312775&ei=W2zsVrjGGsnT3gHF6pSoDw&url=http://www.orlandosentinel.com/health/vital-signs/os-zika-update-march-eighteen-htmlstory.html,3/18/16 14:52,Breaking,,,,,,Google News,-10.94177,10.43821,
"Koropara, Guinea",Guinea,Ebola,Humans,4102288,Guinea says two people tested positive for Ebola - WHBL Sheboygan,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEPCmQrObBXL2R55PgXegbeLNZCAw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779063922187&ei=1xrrVoDGPNKKhQH-qrywCg&url=http://whbl.com/news/articles/2016/mar/17/guinea-says-two-people-tested-positive-for-ebola/,3/17/16 16:11,Breaking,,,,2,,Google News,-8.7,7.95,
Guinea,Guinea,Ebola,Humans,4102288,Guinea says two people tested positive for Ebola - WHBL Sheboygan,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEPCmQrObBXL2R55PgXegbeLNZCAw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779063922187&ei=1xrrVoDGPNKKhQH-qrywCg&url=http://whbl.com/news/articles/2016/mar/17/guinea-says-two-people-tested-positive-for-ebola/,3/17/16 16:11,Breaking,,,0,2,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,4013160,Sierra Leone releases last four people from Ebola quarantine - India.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEdkgYEUqCw0VvfYJToZzBkaWmTyw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779045805301&ei=ouO8VuHaAdDH3QGA7pLQCA&url=http://www.india.com/news/world/sierra-leone-releases-last-four-people-from-ebola-quarantine-940813/,2/11/16 13:56,Breaking,,,,,,Google News,-11.79192,8.56028,Quarantine
Guinea,Guinea,Ebola,Humans,4003634,WHO Situation Summary Data Published on 03 Feb 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160203?lang=en,2/3/16 8:11,Breaking,3804,2536,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,4003634,WHO Situation Summary Data Published on 03 Feb 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160203?lang=en,2/3/16 8:11,Breaking,14124,3956,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,4003634,WHO Situation Summary Data Published on 03 Feb 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160203?lang=en,2/3/16 8:11,Breaking,10675,4809,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,4003632,WHO Situation Summary Data Published on 27 Jan 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160127?lang=en,1/27/16 8:08,Breaking,3804,2536,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,4003632,WHO Situation Summary Data Published on 27 Jan 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160127?lang=en,1/27/16 8:08,Breaking,14124,3956,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,4003632,WHO Situation Summary Data Published on 27 Jan 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160127?lang=en,1/27/16 8:08,Breaking,10675,4809,,,,World Health Organization,-9.30791,6.44809,
Sierra Leone,Sierra Leone,Ebola,Humans,3991909,"Sierra Leone frees 55 from Ebola quarantine, seeks 48 others - Business Standard",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHQn4cINA3k1YX_s8cZDY0GOp-NPg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779041951766&ei=LoayVriOA5bM3QG_0pHgBA&url=http://www.business-standard.com/article/pti-stories/sierra-leone-frees-55-from-ebola-quarantine-seeks-48-others-116020400047_1.html,2/3/16 14:36,Breaking,,,,,,Google News,-11.79192,8.56028,Quarantine
Guinea,Guinea,Ebola,Humans,3963337,WHO Situation Summary Data Published on 20 Jan 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160120?lang=en,1/20/16 7:29,Breaking,3804,2536,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3963337,WHO Situation Summary Data Published on 20 Jan 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160120?lang=en,1/20/16 7:29,Breaking,14122,3955,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3963337,WHO Situation Summary Data Published on 20 Jan 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160120?lang=en,1/20/16 7:29,Breaking,10675,4809,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3963336,WHO Situation Summary Data Published on 13 Jan 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160113?lang=en,1/13/16 7:23,Breaking,3804,2536,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3963336,WHO Situation Summary Data Published on 13 Jan 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160113?lang=en,1/13/16 7:23,Breaking,14122,3955,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3963336,WHO Situation Summary Data Published on 13 Jan 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160113?lang=en,1/13/16 7:23,Breaking,10675,4809,,,,World Health Organization,-9.30791,6.44809,
Sierra Leone,Sierra Leone,Ebola,Humans,3956522,Sierra Leone: 2nd Ebola Case Emerges in Quarantine - New York Times,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHRColMYqzyAT91iUTxeXWrQ-wshw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779034925288&ei=S9OhVpDlIoKV3QHs2bv4CA&url=http://www.nytimes.com/2016/01/22/world/africa/sierra-leone-2nd-ebola-case-emerges-in-quarantine.html,1/21/16 22:19,Breaking,,,,,,Google News,-11.79192,8.56028,Quarantine
Sierra Leone,Sierra Leone,Ebola,Humans,3953385,"Fear, doubts obstruct efforts to contain Ebola in Sierra Leone - Global News Network",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHiETQs2JbVLwUVR87gek7oEg3R6g&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779033827915&ei=dTugVpC_BciZ3QGcpb1o&url=http://www.gnnliberia.com/articles/2016/01/20/fear-doubts-obstruct-efforts-contain-ebola-sierra-leone,1/20/16 17:42,Breaking,,,,,,Google News,-11.79192,8.56028,Concern (low)
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3942920,Ebola: Sierra Leone puts more than 100 people in quarantine after new death - ABC Online,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEzMdOS2Nt1tpxb-e9HovHkhGfokA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779030873146&ei=jwKbVoDnMcOY3QGV9oOoBA&url=http://www.abc.net.au/news/2016-01-17/sierra-leone-ebola-case-more-than-100-quarantined/7093744,1/16/16 20:27,Breaking,,,,,,Google News,-12.78333,8.76667,Quarantine
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3942920,Ebola: Sierra Leone puts more than 100 people in quarantine after new death - ABC Online,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEzMdOS2Nt1tpxb-e9HovHkhGfokA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779030873146&ei=jwKbVoDnMcOY3QGV9oOoBA&url=http://www.abc.net.au/news/2016-01-17/sierra-leone-ebola-case-more-than-100-quarantined/7093744,1/16/16 20:27,Breaking,,,,,,Google News,-12.91667,9.11667,Quarantine
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3942920,Ebola: Sierra Leone puts more than 100 people in quarantine after new death - ABC Online,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEzMdOS2Nt1tpxb-e9HovHkhGfokA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779030873146&ei=jwKbVoDnMcOY3QGV9oOoBA&url=http://www.abc.net.au/news/2016-01-17/sierra-leone-ebola-case-more-than-100-quarantined/7093744,1/16/16 20:27,Breaking,,,,,,Google News,-11.66667,8.66667,Quarantine
Sierra Leone,Sierra Leone,Ebola,Humans,3942920,Ebola: Sierra Leone puts more than 100 people in quarantine after new death - ABC Online,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEzMdOS2Nt1tpxb-e9HovHkhGfokA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779030873146&ei=jwKbVoDnMcOY3QGV9oOoBA&url=http://www.abc.net.au/news/2016-01-17/sierra-leone-ebola-case-more-than-100-quarantined/7093744,1/16/16 20:27,Breaking,,,,,,Google News,-11.79192,8.56028,Quarantine
Sierra Leone,Sierra Leone,Ebola,Humans,3938147,"Ebola Virus Is Over in Liberia, New Case Confirmed in Sierra Leone - Guardian Liberty Voice",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNG6-AIbaS3W8GztjlbExL3Vq3CtWQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779029498616&ei=-sGYVoCpHNCT3QGDjKjAAw&url=http://guardianlv.com/2016/01/ebola-virus-is-over-in-liberia-new-case-confirmed-in-sierra-leone/,1/15/16 2:04,Breaking,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3938147,"Ebola Virus Is Over in Liberia, New Case Confirmed in Sierra Leone - Guardian Liberty Voice",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNG6-AIbaS3W8GztjlbExL3Vq3CtWQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779029498616&ei=-sGYVoCpHNCT3QGDjKjAAw&url=http://guardianlv.com/2016/01/ebola-virus-is-over-in-liberia-new-case-confirmed-in-sierra-leone/,1/15/16 2:04,Breaking,,,,,,Google News,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3934777,"WHO declares Liberia free of Ebola, joining Sierra Leone and Guinea - Ahram Online","http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFTLMYkOYrksHUsoL2zgXdMM4d-Uw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779029498616&ei=f3CXVqikNYaa3QHP5ogI&url=http://english.ahram.org.eg/NewsContent/2/9/180964/World/International/WHO-declares-Liberia-free-of-Ebola,-joining-Sierra.aspx",1/14/16 4:37,Breaking,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3934777,"WHO declares Liberia free of Ebola, joining Sierra Leone and Guinea - Ahram Online","http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFTLMYkOYrksHUsoL2zgXdMM4d-Uw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779029498616&ei=f3CXVqikNYaa3QHP5ogI&url=http://english.ahram.org.eg/NewsContent/2/9/180964/World/International/WHO-declares-Liberia-free-of-Ebola,-joining-Sierra.aspx",1/14/16 4:37,Breaking,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3934777,"WHO declares Liberia free of Ebola, joining Sierra Leone and Guinea - Ahram Online","http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFTLMYkOYrksHUsoL2zgXdMM4d-Uw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779029498616&ei=f3CXVqikNYaa3QHP5ogI&url=http://english.ahram.org.eg/NewsContent/2/9/180964/World/International/WHO-declares-Liberia-free-of-Ebola,-joining-Sierra.aspx",1/14/16 4:37,Breaking,,,,,,Google News,-9.30791,6.44809,
Liberia,Liberia,Ebola,Humans,3931331,WHO to declare Ebola outbreak over with Liberia in the clear - Viet Nam News,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHyDnbgwOi64IBHWnkqZs4393l02A&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779026265179&ei=wuaVVpCmN4aa3QHP5ogI&url=http://vietnamnews.vn/miscellany/281118/who-to-declare-ebola-outbreak-over-with-liberia-in-the-clear.html,1/12/16 23:46,Breaking,,,,,,Google News,-9.30791,6.44809,
Liberia,Liberia,Ebola,Humans,3927884,Liberia to Be Declared Ebola Free Soon - Prensa Latina,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNE41-Tp-F_QGSPq07huXkwENi1O8g&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779028161301&ei=A12UVuGbFs-23gG9z77YCA&url=http://plenglish.com/index.php?option%3Dcom_content%26task%3Dview%26id%3D4506391%26Itemid%3D1,1/11/16 12:40,Breaking,,,,,,Google News,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3916957,WHO Situation Summary Data Published on 06 Jan 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160106?lang=en,1/6/16 8:17,Breaking,3804,2536,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3916957,WHO Situation Summary Data Published on 06 Jan 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160106?lang=en,1/6/16 8:17,Breaking,14122,3955,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3916957,WHO Situation Summary Data Published on 06 Jan 2016,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20160106?lang=en,1/6/16 8:17,Breaking,10675,4809,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3901340,WHO Situation Summary Data Published on 30 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151230?lang=en,12/30/15 11:49,Breaking,3804,2536,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3901340,WHO Situation Summary Data Published on 30 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151230?lang=en,12/30/15 11:49,Breaking,14122,3955,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3901340,WHO Situation Summary Data Published on 30 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151230?lang=en,12/30/15 11:49,Breaking,10675,4809,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3901339,WHO Situation Summary Data Published on 29 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151229?lang=en,12/29/15 11:46,Breaking,3804,2536,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3901339,WHO Situation Summary Data Published on 29 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151229?lang=en,12/29/15 11:46,Breaking,14122,3955,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3901339,WHO Situation Summary Data Published on 29 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151229?lang=en,12/29/15 11:46,Breaking,10675,4809,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3897598,"After more than 2500 deaths, Guinea declared Ebola-free - InterAksyon",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNF2SFXK92G7e6UKuzdILcyJdXJvQA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779017685499&ei=JOiBVo0ny8veAaLyp4AP&url=http://www.interaksyon.com/article/121985/after-more-than-2500-deaths-guinea-declared-ebola-free,12/28/15 20:02,Breaking,,,,,,Google News,-10.94177,10.43821,
Guinea,Guinea,Ebola,Humans,3896459,WHO Situation Summary Data Published on 28 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151228?lang=en,12/28/15 12:10,Breaking,3804,2536,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3896459,WHO Situation Summary Data Published on 28 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151228?lang=en,12/28/15 12:10,Breaking,14122,3955,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3896459,WHO Situation Summary Data Published on 28 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151228?lang=en,12/28/15 12:10,Breaking,10675,4809,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3896443,WHO Situation Summary Data Published on 25 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151225?lang=en,12/25/15 12:07,Breaking,3805,2536,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3896443,WHO Situation Summary Data Published on 25 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151225?lang=en,12/25/15 12:07,Breaking,14122,3955,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3896443,WHO Situation Summary Data Published on 25 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151225?lang=en,12/25/15 12:07,Breaking,10675,4809,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3896433,WHO Situation Summary Data Published on 24 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151224?lang=en,12/24/15 12:04,Breaking,3804,2536,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3896433,WHO Situation Summary Data Published on 24 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151224?lang=en,12/24/15 12:04,Breaking,14122,3955,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3896433,WHO Situation Summary Data Published on 24 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151224?lang=en,12/24/15 12:04,Breaking,10675,4809,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3896389,WHO Situation Summary Data Published on 23 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151223?lang=en,12/23/15 12:01,Breaking,3804,2536,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3896389,WHO Situation Summary Data Published on 23 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151223?lang=en,12/23/15 12:01,Breaking,14122,3955,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3896389,WHO Situation Summary Data Published on 23 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151223?lang=en,12/23/15 12:01,Breaking,10675,4809,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3885000,WHO Situation Summary Data Published on 22 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151222?lang=en,12/22/15 11:41,Breaking,3804,2536,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3885000,WHO Situation Summary Data Published on 22 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151222?lang=en,12/22/15 11:41,Breaking,14122,3955,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3885000,WHO Situation Summary Data Published on 22 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151222?lang=en,12/22/15 11:41,Breaking,10675,4809,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3882419,WHO Situation Summary Data Published on 21 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151221?lang=en,12/21/15 9:50,Breaking,3804,2536,,,,World Health Organization,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,3882419,WHO Situation Summary Data Published on 21 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151221?lang=en,12/21/15 9:50,Breaking,14122,3955,,,,World Health Organization,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,3882419,WHO Situation Summary Data Published on 21 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151221?lang=en,12/21/15 9:50,Breaking,10675,4809,,,,World Health Organization,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,3882418,WHO Situation Summary Data Published on 18 Dec 2015,http://apps.who.int/gho/data/view.ebola-sitrep.ebola-summary-20151218?lang=en,12/18/15 9:46,Breaking,3804,2536,,,,World Health Organization,-10.94177,10.43821,
